fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
,Hebei,China,82.0,1.0,,,20210119,289939,,1066.0,,
,Heilongjiang,China,59.0,2.0,,,20210119,289939,,1066.0,,
,Hai,China,52.0,1.0,1.0,,20210119,289939,,1066.0,,
,Liaoning,China,48.0,,1.0,,20210119,289939,,1066.0,,
,Shanxi,China,39.0,,1.0,,20210119,289939,,1066.0,,
,Tianjin,China,32.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,29.0,,2.0,,20210119,289939,,1066.0,,
,Gansu,China,29.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,21.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,20.0,,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,17.0,,,,20210119,289939,,1066.0,,
,Jilin,China,14.0,,1.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,12.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,10.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,8.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,7.0,,,,20210119,289939,,1066.0,,
,Tibet,China,1.0,,,,20210119,289939,,1066.0,,
,,Thailand,19.0,,5.0,,20210119,289939,,1066.0,,
,,Japan,15.0,,1.0,,20210119,289939,,1066.0,,
,,Singapore,13.0,,,,20210119,289939,,1066.0,,
,,South Korea,11.0,,,,20210119,289939,,1066.0,,
,,Malaysia,8.0,,,,20210119,289939,,1066.0,,
,Bavaria,Germany,5.0,,,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,,2.0,,20210119,289939,,1066.0,,
,,United Arab Emirates,4.0,,,,20210119,289939,,1066.0,,
,Victoria,Australia,3.0,,,,20210119,289939,,1066.0,,
,Illinois,US,2.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,2.0,,,,20210119,289939,,1066.0,,
,Queensland,Australia,2.0,,,,20210119,289939,,1066.0,,
,,Italy,2.0,,,,20210119,289939,,1066.0,,
,,United Kingdom,2.0,,,,20210119,289939,,1066.0,,
,,Russia,2.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,,,,20210119,289939,,1066.0,,
,,Cambodia,1.0,,,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,,,,20210119,289939,,1066.0,,
,,Finland,1.0,,,,20210119,289939,,1066.0,,
,,Philippines,1.0,,,,20210119,289939,,1066.0,,
,,India,1.0,,,,20210119,289939,,1066.0,,
,,Sweden,1.0,,,,20210119,289939,,1066.0,,
,Hubei,China,7153.0,249.0,168.0,,20210119,289939,,1066.0,,
,Zhejiang,China,599.0,0.0,21.0,,20210119,289939,,1066.0,,
,Guangdong,China,535.0,0.0,14.0,,20210119,289939,,1066.0,,
,He,China,422.0,2.0,3.0,,20210119,289939,,1066.0,,
,Hu,China,389.0,0.0,8.0,,20210119,289939,,1066.0,,
,Anhui,China,297.0,0.0,5.0,,20210119,289939,,1066.0,,
,Jiangxi,China,286.0,0.0,9.0,,20210119,289939,,1066.0,,
,Chongqing,China,247.0,1.0,3.0,,20210119,289939,,1066.0,,
,Sichuan,China,207.0,1.0,3.0,,20210119,289939,,1066.0,,
,Shandong,China,206.0,0.0,3.0,,20210119,289939,,1066.0,,
,Jiangsu,China,202.0,0.0,6.0,,20210119,289939,,1066.0,,
,Shanghai,China,169.0,1.0,10.0,,20210119,289939,,1066.0,,
,Beijing,China,168.0,1.0,9.0,,20210119,289939,,1066.0,,
,Fujian,China,144.0,0.0,0.0,,20210119,289939,,1066.0,,
,Shaanxi,China,101.0,0.0,0.0,,20210119,289939,,1066.0,,
,Guangxi,China,100.0,0.0,2.0,,20210119,289939,,1066.0,,
,Hebei,China,96.0,1.0,0.0,,20210119,289939,,1066.0,,
,Yun,China,93.0,0.0,2.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,80.0,2.0,2.0,,20210119,289939,,1066.0,,
,Liaoning,China,64.0,0.0,1.0,,20210119,289939,,1066.0,,
,Hai,China,62.0,1.0,1.0,,20210119,289939,,1066.0,,
,Shanxi,China,47.0,0.0,1.0,,20210119,289939,,1066.0,,
,Tianjin,China,41.0,0.0,0.0,,20210119,289939,,1066.0,,
,Gansu,China,40.0,0.0,0.0,,20210119,289939,,1066.0,,
,Guizhou,China,29.0,0.0,2.0,,20210119,289939,,1066.0,,
,Ningxia,China,26.0,0.0,0.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,23.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Japan,20.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Thailand,19.0,0.0,5.0,,20210119,289939,,1066.0,,
,Xinjiang,China,18.0,0.0,0.0,,20210119,289939,,1066.0,,
,Jilin,China,17.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Singapore,16.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,13.0,0.0,0.0,,20210119,289939,,1066.0,,
,,South Korea,12.0,0.0,0.0,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,10.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,9.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Malaysia,8.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Germany,8.0,0.0,0.0,,20210119,289939,,1066.0,,
,Macau,Macau,7.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Vietnam,6.0,0.0,1.0,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,1066.0,,
,Victoria,Australia,4.0,0.0,0.0,,20210119,289939,,1066.0,,
,,United Arab Emirates,4.0,0.0,0.0,,20210119,289939,,1066.0,,
,Queensland,Australia,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,Ontario,Canada,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Italy,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Russia,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,United Kingdom,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,Illinois,US,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,South Australia,Australia,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Cambodia,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Finland,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,India,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Tibet,China,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Nepal,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Philippines,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Spain,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Sweden,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Massachusetts,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Washington,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Arizona,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,11177.0,350.0,295.0,,20210119,289939,,1066.0,,
,Zhejiang,China,661.0,0.0,32.0,,20210119,289939,,1066.0,,
,Guangdong,China,632.0,0.0,15.0,,20210119,289939,,1066.0,,
,He,China,493.0,2.0,10.0,,20210119,289939,,1066.0,,
,Hu,China,463.0,0.0,16.0,,20210119,289939,,1066.0,,
,Anhui,China,340.0,0.0,7.0,,20210119,289939,,1066.0,,
,Jiangxi,China,333.0,0.0,12.0,,20210119,289939,,1066.0,,
,Chongqing,China,300.0,2.0,7.0,,20210119,289939,,1066.0,,
,Jiangsu,China,236.0,0.0,7.0,,20210119,289939,,1066.0,,
,Sichuan,China,231.0,1.0,11.0,,20210119,289939,,1066.0,,
,Shandong,China,230.0,0.0,6.0,,20210119,289939,,1066.0,,
,Beijing,China,191.0,1.0,9.0,,20210119,289939,,1066.0,,
,Shanghai,China,182.0,1.0,10.0,,20210119,289939,,1066.0,,
,Fujian,China,159.0,0.0,0.0,,20210119,289939,,1066.0,,
,Shaanxi,China,116.0,0.0,0.0,,20210119,289939,,1066.0,,
,Guangxi,China,111.0,0.0,2.0,,20210119,289939,,1066.0,,
,Yun,China,105.0,0.0,3.0,,20210119,289939,,1066.0,,
,Hebei,China,104.0,1.0,3.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,95.0,2.0,2.0,,20210119,289939,,1066.0,,
,Liaoning,China,70.0,0.0,1.0,,20210119,289939,,1066.0,,
,Shanxi,China,66.0,0.0,3.0,,20210119,289939,,1066.0,,
,Hai,China,64.0,1.0,4.0,,20210119,289939,,1066.0,,
,Gansu,China,51.0,0.0,3.0,,20210119,289939,,1066.0,,
,Tianjin,China,48.0,0.0,1.0,,20210119,289939,,1066.0,,
,Guizhou,China,38.0,0.0,2.0,,20210119,289939,,1066.0,,
,Ningxia,China,28.0,0.0,0.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,27.0,0.0,1.0,,20210119,289939,,1066.0,,
,Jilin,China,23.0,0.0,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,21.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Japan,20.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Singapore,18.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,15.0,0.0,0.0,,20210119,289939,,1066.0,,
,,South Korea,15.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,11.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Germany,10.0,0.0,0.0,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,10.0,0.0,0.0,,20210119,289939,,1066.0,,
,Macau,Macau,8.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Malaysia,8.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Vietnam,6.0,0.0,1.0,,20210119,289939,,1066.0,,
,,United Arab Emirates,5.0,0.0,0.0,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,1066.0,,
,Victoria,Australia,4.0,0.0,0.0,,20210119,289939,,1066.0,,
,Ontario,Canada,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,Queensland,Australia,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,South Australia,Australia,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,India,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Italy,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Philippines,2.0,1.0,0.0,,20210119,289939,,1066.0,,
,,Russia,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,United Kingdom,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,Illinois,US,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Cambodia,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Finland,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Tibet,China,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Nepal,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Spain,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Sweden,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Massachusetts,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Washington,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Arizona,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,13522.0,414.0,386.0,,20210119,289939,,1066.0,,
,Guangdong,China,725.0,0.0,21.0,,20210119,289939,,1066.0,,
,Zhejiang,China,724.0,0.0,43.0,,20210119,289939,,1066.0,,
,He,China,566.0,2.0,16.0,,20210119,289939,,1066.0,,
,Hu,China,521.0,0.0,22.0,,20210119,289939,,1066.0,,
,Anhui,China,408.0,0.0,14.0,,20210119,289939,,1066.0,,
,Jiangxi,China,391.0,0.0,18.0,,20210119,289939,,1066.0,,
,Chongqing,China,337.0,2.0,9.0,,20210119,289939,,1066.0,,
,Jiangsu,China,271.0,0.0,8.0,,20210119,289939,,1066.0,,
,Shandong,China,259.0,0.0,7.0,,20210119,289939,,1066.0,,
,Sichuan,China,254.0,1.0,14.0,,20210119,289939,,1066.0,,
,Beijing,China,212.0,1.0,12.0,,20210119,289939,,1066.0,,
,Shanghai,China,203.0,1.0,10.0,,20210119,289939,,1066.0,,
,Fujian,China,179.0,0.0,1.0,,20210119,289939,,1066.0,,
,Shaanxi,China,128.0,0.0,0.0,,20210119,289939,,1066.0,,
,Guangxi,China,127.0,0.0,7.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,121.0,2.0,2.0,,20210119,289939,,1066.0,,
,Yun,China,117.0,0.0,5.0,,20210119,289939,,1066.0,,
,Hebei,China,113.0,1.0,3.0,,20210119,289939,,1066.0,,
,Liaoning,China,74.0,0.0,1.0,,20210119,289939,,1066.0,,
,Shanxi,China,74.0,0.0,2.0,,20210119,289939,,1066.0,,
,Hai,China,72.0,1.0,4.0,,20210119,289939,,1066.0,,
,Tianjin,China,60.0,0.0,1.0,,20210119,289939,,1066.0,,
,Gansu,China,55.0,0.0,3.0,,20210119,289939,,1066.0,,
,Guizhou,China,46.0,0.0,2.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,34.0,0.0,1.0,,20210119,289939,,1066.0,,
,Jilin,China,31.0,0.0,1.0,,20210119,289939,,1066.0,,
,Ningxia,China,31.0,0.0,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,24.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,13.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Germany,12.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Vietnam,8.0,0.0,1.0,,20210119,289939,,1066.0,,
,,India,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,16678.0,479.0,522.0,,20210119,289939,,1066.0,,
,Zhejiang,China,829.0,0.0,62.0,,20210119,289939,,1066.0,,
,Guangdong,China,813.0,0.0,30.0,,20210119,289939,,1066.0,,
,He,China,675.0,2.0,27.0,,20210119,289939,,1066.0,,
,Hu,China,593.0,0.0,31.0,,20210119,289939,,1066.0,,
,Anhui,China,480.0,0.0,20.0,,20210119,289939,,1066.0,,
,Jiangxi,China,476.0,0.0,20.0,,20210119,289939,,1066.0,,
,Chongqing,China,366.0,2.0,9.0,,20210119,289939,,1066.0,,
,Jiangsu,China,308.0,0.0,12.0,,20210119,289939,,1066.0,,
,Sichuan,China,282.0,1.0,14.0,,20210119,289939,,1066.0,,
,Shandong,China,275.0,0.0,11.0,,20210119,289939,,1066.0,,
,Beijing,China,228.0,1.0,23.0,,20210119,289939,,1066.0,,
,Shanghai,China,219.0,1.0,12.0,,20210119,289939,,1066.0,,
,Fujian,China,194.0,0.0,3.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,155.0,2.0,4.0,,20210119,289939,,1066.0,,
,Shaanxi,China,142.0,0.0,2.0,,20210119,289939,,1066.0,,
,Guangxi,China,139.0,0.0,10.0,,20210119,289939,,1066.0,,
,Hebei,China,126.0,1.0,4.0,,20210119,289939,,1066.0,,
,Yun,China,122.0,0.0,5.0,,20210119,289939,,1066.0,,
,Liaoning,China,81.0,0.0,2.0,,20210119,289939,,1066.0,,
,Shanxi,China,81.0,0.0,4.0,,20210119,289939,,1066.0,,
,Hai,China,80.0,1.0,5.0,,20210119,289939,,1066.0,,
,Tianjin,China,67.0,0.0,2.0,,20210119,289939,,1066.0,,
,Guizhou,China,58.0,0.0,2.0,,20210119,289939,,1066.0,,
,Gansu,China,57.0,0.0,4.0,,20210119,289939,,1066.0,,
,Jilin,China,42.0,0.0,1.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,35.0,0.0,1.0,,20210119,289939,,1066.0,,
,Ningxia,China,34.0,0.0,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,29.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Thailand,25.0,0.0,5.0,,20210119,289939,,1066.0,,
,,Singapore,24.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Japan,22.0,0.0,1.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,17.0,1.0,0.0,,20210119,289939,,1066.0,,
,,South Korea,16.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,15.0,0.0,0.0,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,11.0,0.0,0.0,,20210119,289939,,1066.0,,
,Macau,Macau,10.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Malaysia,10.0,0.0,0.0,,20210119,289939,,1066.0,,
,Queensland,Australia,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,Ontario,Canada,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Belgium,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Ontario,Canada,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,19665.0,549.0,633.0,,20210119,289939,,1066.0,,
,Guangdong,China,895.0,0.0,49.0,,20210119,289939,,1066.0,,
,Zhejiang,China,895.0,0.0,78.0,,20210119,289939,,1066.0,,
,He,China,764.0,2.0,47.0,,20210119,289939,,1066.0,,
,Hu,China,661.0,0.0,54.0,,20210119,289939,,1066.0,,
,Jiangxi,China,548.0,0.0,27.0,,20210119,289939,,1066.0,,
,Anhui,China,530.0,0.0,23.0,,20210119,289939,,1066.0,,
,Chongqing,China,389.0,2.0,15.0,,20210119,289939,,1066.0,,
,Jiangsu,China,341.0,0.0,23.0,,20210119,289939,,1066.0,,
,Shandong,China,307.0,0.0,15.0,,20210119,289939,,1066.0,,
,Sichuan,China,301.0,1.0,24.0,,20210119,289939,,1066.0,,
,Beijing,China,253.0,1.0,24.0,,20210119,289939,,1066.0,,
,Shanghai,China,243.0,1.0,15.0,,20210119,289939,,1066.0,,
,Fujian,China,205.0,0.0,11.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,190.0,2.0,7.0,,20210119,289939,,1066.0,,
,Shaanxi,China,165.0,0.0,6.0,,20210119,289939,,1066.0,,
,Guangxi,China,150.0,0.0,13.0,,20210119,289939,,1066.0,,
,Hebei,China,135.0,1.0,6.0,,20210119,289939,,1066.0,,
,Yun,China,128.0,0.0,5.0,,20210119,289939,,1066.0,,
,Hai,China,99.0,1.0,5.0,,20210119,289939,,1066.0,,
,Liaoning,China,89.0,0.0,4.0,,20210119,289939,,1066.0,,
,Shanxi,China,81.0,0.0,5.0,,20210119,289939,,1066.0,,
,Tianjin,China,69.0,1.0,2.0,,20210119,289939,,1066.0,,
,Guizhou,China,64.0,1.0,9.0,,20210119,289939,,1066.0,,
,Gansu,China,62.0,0.0,6.0,,20210119,289939,,1066.0,,
,Jilin,China,54.0,0.0,2.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,42.0,0.0,3.0,,20210119,289939,,1066.0,,
,Xinjiang,China,32.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Singapore,28.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,21.0,1.0,0.0,,20210119,289939,,1066.0,,
,,South Korea,19.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,17.0,0.0,3.0,,20210119,289939,,1066.0,,
,,Malaysia,12.0,0.0,0.0,,20210119,289939,,1066.0,,
,British Columbia,Canada,2.0,0.0,0.0,,20210119,289939,,1066.0,,
,Wisconsin,US,1.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,22112.0,618.0,817.0,,20210119,289939,,1066.0,,
,Guangdong,China,970.0,0.0,69.0,,20210119,289939,,1066.0,,
,Zhejiang,China,954.0,0.0,94.0,,20210119,289939,,1066.0,,
,He,China,851.0,2.0,56.0,,20210119,289939,,1066.0,,
,Hu,China,711.0,0.0,81.0,,20210119,289939,,1066.0,,
,Jiangxi,China,600.0,0.0,37.0,,20210119,289939,,1066.0,,
,Anhui,China,591.0,0.0,34.0,,20210119,289939,,1066.0,,
,Chongqing,China,411.0,2.0,24.0,,20210119,289939,,1066.0,,
,Jiangsu,China,373.0,0.0,34.0,,20210119,289939,,1066.0,,
,Shandong,China,347.0,0.0,27.0,,20210119,289939,,1066.0,,
,Sichuan,China,321.0,1.0,31.0,,20210119,289939,,1066.0,,
,Beijing,China,274.0,1.0,31.0,,20210119,289939,,1066.0,,
,Shanghai,China,257.0,1.0,25.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,227.0,3.0,8.0,,20210119,289939,,1066.0,,
,Fujian,China,215.0,0.0,14.0,,20210119,289939,,1066.0,,
,Shaanxi,China,173.0,0.0,9.0,,20210119,289939,,1066.0,,
,Guangxi,China,168.0,0.0,14.0,,20210119,289939,,1066.0,,
,Hebei,China,157.0,1.0,13.0,,20210119,289939,,1066.0,,
,Yun,China,133.0,0.0,7.0,,20210119,289939,,1066.0,,
,Hai,China,106.0,1.0,8.0,,20210119,289939,,1066.0,,
,Shanxi,China,96.0,0.0,12.0,,20210119,289939,,1066.0,,
,Liaoning,China,94.0,0.0,5.0,,20210119,289939,,1066.0,,
,Tianjin,China,79.0,1.0,2.0,,20210119,289939,,1066.0,,
,Guizhou,China,71.0,1.0,6.0,,20210119,289939,,1066.0,,
,Jilin,China,59.0,0.0,4.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,46.0,0.0,4.0,,20210119,289939,,1066.0,,
,,Japan,45.0,0.0,1.0,,20210119,289939,,1066.0,,
,Ningxia,China,40.0,0.0,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,36.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,24.0,1.0,0.0,,20210119,289939,,1066.0,,
,,South Korea,23.0,0.0,0.0,,20210119,289939,,1066.0,,
,Qinghai,China,18.0,0.0,3.0,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,16.0,0.0,1.0,,20210119,289939,,1066.0,,
,Macau,Macau,10.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Vietnam,10.0,0.0,1.0,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,1066.0,,
,Queensland,Australia,4.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,24953.0,699.0,1115.0,,20210119,289939,,1066.0,,
,Guangdong,China,1034.0,1.0,88.0,,20210119,289939,,1066.0,,
,Zhejiang,China,1006.0,0.0,123.0,,20210119,289939,,1066.0,,
,He,China,914.0,3.0,86.0,,20210119,289939,,1066.0,,
,Hu,China,772.0,0.0,112.0,,20210119,289939,,1066.0,,
,Anhui,China,665.0,0.0,47.0,,20210119,289939,,1066.0,,
,Jiangxi,China,661.0,0.0,45.0,,20210119,289939,,1066.0,,
,Chongqing,China,426.0,2.0,31.0,,20210119,289939,,1066.0,,
,Jiangsu,China,408.0,0.0,43.0,,20210119,289939,,1066.0,,
,Shandong,China,386.0,0.0,37.0,,20210119,289939,,1066.0,,
,Sichuan,China,344.0,1.0,42.0,,20210119,289939,,1066.0,,
,Beijing,China,297.0,1.0,33.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,277.0,3.0,12.0,,20210119,289939,,1066.0,,
,Shanghai,China,277.0,1.0,30.0,,20210119,289939,,1066.0,,
,Fujian,China,224.0,0.0,20.0,,20210119,289939,,1066.0,,
,Shaanxi,China,184.0,0.0,17.0,,20210119,289939,,1066.0,,
,Guangxi,China,172.0,0.0,17.0,,20210119,289939,,1066.0,,
,Hebei,China,172.0,1.0,22.0,,20210119,289939,,1066.0,,
,Yun,China,138.0,0.0,12.0,,20210119,289939,,1066.0,,
,Hai,China,117.0,2.0,10.0,,20210119,289939,,1066.0,,
,Shanxi,China,104.0,0.0,15.0,,20210119,289939,,1066.0,,
,Liaoning,China,99.0,0.0,7.0,,20210119,289939,,1066.0,,
,Guizhou,China,81.0,1.0,6.0,,20210119,289939,,1066.0,,
,Tianjin,China,81.0,1.0,2.0,,20210119,289939,,1066.0,,
,Gansu,China,67.0,0.0,9.0,,20210119,289939,,1066.0,,
,Jilin,China,65.0,1.0,4.0,,20210119,289939,,1066.0,,
,Cruise Ship,Others,61.0,0.0,0.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,50.0,0.0,5.0,,20210119,289939,,1066.0,,
,Ningxia,China,43.0,0.0,5.0,,20210119,289939,,1066.0,,
,Xinjiang,China,39.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Singapore,30.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,25.0,1.0,0.0,,20210119,289939,,1066.0,,
,,Japan,25.0,0.0,1.0,,20210119,289939,,1066.0,,
,,South Korea,24.0,0.0,1.0,,20210119,289939,,1066.0,,
,,Germany,13.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Malaysia,12.0,0.0,1.0,,20210119,289939,,1066.0,,
,Queensland,Australia,5.0,0.0,0.0,,20210119,289939,,1066.0,,
,British Columbia,Canada,4.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Italy,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,,Philippines,3.0,1.0,0.0,,20210119,289939,,1066.0,,
,,United Kingdom,3.0,0.0,0.0,,20210119,289939,,1066.0,,
,Hubei,China,27100.0,780.0,1439.0,,20210119,289939,,1066.0,,
,Guangdong,China,1095.0,1.0,112.0,,20210119,289939,,1066.0,,
,Zhejiang,China,1048.0,0.0,175.0,,20210119,289939,,1066.0,,
,He,China,981.0,4.0,116.0,,20210119,289939,,1066.0,,
,Hu,China,803.0,1.0,156.0,,20210119,289939,,1066.0,,
,Anhui,China,733.0,0.0,59.0,,20210119,289939,,1066.0,,
,Jiangxi,China,698.0,0.0,55.0,,20210119,289939,,1066.0,,
,Jiangsu,China,439.0,0.0,51.0,,20210119,289939,,1066.0,,
,Chongqing,China,428.0,2.0,39.0,,20210119,289939,,1066.0,,
,Shandong,China,416.0,0.0,44.0,,20210119,289939,,1066.0,,
,Sichuan,China,364.0,1.0,60.0,,20210119,289939,,1066.0,,
,Beijing,China,315.0,2.0,34.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,295.0,5.0,13.0,,20210119,289939,,1066.0,,
,Shanghai,China,286.0,1.0,41.0,,20210119,289939,,1066.0,,
,Fujian,China,239.0,0.0,24.0,,20210119,289939,,1066.0,,
,Hebei,China,195.0,1.0,30.0,,20210119,289939,,1066.0,,
,Shaanxi,China,195.0,0.0,20.0,,20210119,289939,,1066.0,,
,Guangxi,China,183.0,0.0,17.0,,20210119,289939,,1066.0,,
,Yun,China,138.0,0.0,17.0,,20210119,289939,,1066.0,,
,Hai,China,124.0,2.0,14.0,,20210119,289939,,1066.0,,
,Shanxi,China,115.0,0.0,21.0,,20210119,289939,,1066.0,,
,Liaoning,China,105.0,0.0,8.0,,20210119,289939,,1066.0,,
,Guizhou,China,89.0,1.0,7.0,,20210119,289939,,1066.0,,
,Tianjin,China,88.0,1.0,4.0,,20210119,289939,,1066.0,,
,Gansu,China,79.0,1.0,12.0,,20210119,289939,,1066.0,,
,Jilin,China,69.0,1.0,4.0,,20210119,289939,,1066.0,,
,Inner Mongolia,China,52.0,0.0,5.0,,20210119,289939,,1066.0,,
,Ningxia,China,45.0,0.0,15.0,,20210119,289939,,1066.0,,
