fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
,,Oman,231.0,1.0,57.0,173.0,20210119,289939,,1066.0,,
,,Pakistan,2421.0,34.0,125.0,2262.0,20210119,289939,,1066.0,,
,,Panama,1317.0,32.0,9.0,1276.0,20210119,289939,,1066.0,,
,,Papua New Guinea,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,,Paraguay,77.0,3.0,2.0,72.0,20210119,289939,,1066.0,,
,,Peru,1414.0,55.0,537.0,822.0,20210119,289939,,1066.0,,
,,Philippines,2633.0,107.0,51.0,2475.0,20210119,289939,,1066.0,,
,,Poland,2946.0,57.0,56.0,2833.0,20210119,289939,,1066.0,,
,,Portugal,9034.0,209.0,68.0,8757.0,20210119,289939,,1066.0,,
,,Qatar,949.0,3.0,72.0,874.0,20210119,289939,,1066.0,,
,,Romania,2738.0,115.0,267.0,2356.0,20210119,289939,,1066.0,,
,,Russia,3548.0,30.0,235.0,3283.0,20210119,289939,,1066.0,,
,,Rwanda,84.0,0.0,0.0,84.0,20210119,289939,,1066.0,,
,,Saint Kitts and Nevis,9.0,0.0,0.0,9.0,20210119,289939,,1066.0,,
,,Saint Lucia,13.0,0.0,1.0,12.0,20210119,289939,,1066.0,,
,,Saint Vincent and the Grenadines,2.0,0.0,1.0,1.0,20210119,289939,,1066.0,,
,,San Marino,245.0,30.0,21.0,194.0,20210119,289939,,1066.0,,
,,Saudi Arabia,1885.0,21.0,328.0,1536.0,20210119,289939,,1066.0,,
,,Senegal,195.0,1.0,55.0,139.0,20210119,289939,,1066.0,,
,,Serbia,1171.0,31.0,0.0,1140.0,20210119,289939,,1066.0,,
,,Seychelles,10.0,0.0,0.0,10.0,20210119,289939,,1066.0,,
,,Sierra Leone,2.0,0.0,0.0,2.0,20210119,289939,,1066.0,,
,,Singapore,1049.0,4.0,266.0,779.0,20210119,289939,,1066.0,,
,,Slovakia,426.0,1.0,5.0,420.0,20210119,289939,,1066.0,,
,,Slovenia,897.0,17.0,70.0,810.0,20210119,289939,,1066.0,,
,,Somalia,5.0,0.0,1.0,4.0,20210119,289939,,1066.0,,
,,South Africa,1462.0,5.0,50.0,1407.0,20210119,289939,,1066.0,,
,,Spain,112065.0,10348.0,26743.0,74974.0,20210119,289939,,1066.0,,
,,Sri Lanka,151.0,4.0,21.0,126.0,20210119,289939,,1066.0,,
,,Sudan,8.0,2.0,2.0,4.0,20210119,289939,,1066.0,,
,,Suriname,10.0,0.0,0.0,10.0,20210119,289939,,1066.0,,
,,Sweden,5568.0,308.0,103.0,5157.0,20210119,289939,,1066.0,,
,,Switzerland,18827.0,536.0,4013.0,14278.0,20210119,289939,,1066.0,,
,,Syria,16.0,2.0,0.0,14.0,20210119,289939,,1066.0,,
,,Taiwan*,339.0,5.0,45.0,289.0,20210119,289939,,1066.0,,
,,Tanzania,20.0,1.0,2.0,17.0,20210119,289939,,1066.0,,
,,Thailand,1875.0,15.0,505.0,1355.0,20210119,289939,,1066.0,,
,,Timor-Leste,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,,Togo,39.0,2.0,17.0,20.0,20210119,289939,,1066.0,,
,,Trinidad and Tobago,94.0,5.0,1.0,88.0,20210119,289939,,1066.0,,
,,Tunisia,455.0,14.0,5.0,436.0,20210119,289939,,1066.0,,
,,Turkey,18135.0,356.0,415.0,17364.0,20210119,289939,,1066.0,,
,,Uganda,45.0,0.0,0.0,45.0,20210119,289939,,1066.0,,
,,Ukraine,897.0,22.0,19.0,856.0,20210119,289939,,1066.0,,
,,United Arab Emirates,1024.0,8.0,96.0,920.0,20210119,289939,,1066.0,,
,,United Kingdom,33718.0,2921.0,135.0,30662.0,20210119,289939,,1066.0,,
,,Uruguay,350.0,4.0,62.0,284.0,20210119,289939,,1066.0,,
,,Uzbekistan,205.0,2.0,25.0,178.0,20210119,289939,,1066.0,,
,,Venezuela,146.0,5.0,43.0,98.0,20210119,289939,,1066.0,,
,,Vietnam,233.0,0.0,75.0,158.0,20210119,289939,,1066.0,,
,,West Bank and Gaza,161.0,1.0,18.0,142.0,20210119,289939,,1066.0,,
,,Zambia,39.0,1.0,0.0,38.0,20210119,289939,,1066.0,,
,,Zimbabwe,9.0,1.0,0.0,8.0,20210119,289939,,1066.0,,
,Wyoming,US,0.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Massachusetts,US,16.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Missouri,US,139.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,Alberta,Canada,969.0,13.0,0.0,0.0,20210119,289939,,1066.0,,
,Anguilla,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,Aruba,Netherlands,62.0,0.0,1.0,61.0,20210119,289939,,1066.0,,
,Australian Capital Territory,Australia,91.0,1.0,18.0,72.0,20210119,289939,,1066.0,,
,Beijing,China,584.0,8.0,434.0,142.0,20210119,289939,,1066.0,,
,Bermuda,United Kingdom,35.0,0.0,14.0,21.0,20210119,289939,,1066.0,,
,"""Bonaire"," Sint Eustatius and Saba""",-68.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,British Columbia,Canada,1174.0,31.0,0.0,0.0,20210119,289939,,1066.0,,
,British Virgin Islands,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,Cayman Islands,United Kingdom,28.0,1.0,0.0,27.0,20210119,289939,,1066.0,,
,Channel Islands,United Kingdom,232.0,4.0,13.0,215.0,20210119,289939,,1066.0,,
,Curacao,Netherlands,11.0,1.0,3.0,7.0,20210119,289939,,1066.0,,
,Diamond Princess,Canada,0.0,1.0,0.0,0.0,20210119,289939,,1066.0,,
,Faroe Islands,Denmark,179.0,0.0,91.0,88.0,20210119,289939,,1066.0,,
,French Guiana,France,57.0,0.0,22.0,35.0,20210119,289939,,1066.0,,
,French Polynesia,France,39.0,0.0,0.0,39.0,20210119,289939,,1066.0,,
,Fujian,China,349.0,1.0,300.0,48.0,20210119,289939,,1066.0,,
,Gibraltar,United Kingdom,95.0,0.0,46.0,49.0,20210119,289939,,1066.0,,
,Grand Princess,Canada,13.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Greenland,Denmark,10.0,0.0,3.0,7.0,20210119,289939,,1066.0,,
,Guadeloupe,France,130.0,7.0,24.0,99.0,20210119,289939,,1066.0,,
,Guangdong,China,1514.0,8.0,1368.0,138.0,20210119,289939,,1066.0,,
,Guangxi,China,254.0,2.0,252.0,0.0,20210119,289939,,1066.0,,
,Hai,China,168.0,6.0,162.0,0.0,20210119,289939,,1066.0,,
,Hebei,China,326.0,6.0,310.0,10.0,20210119,289939,,1066.0,,
,Heilongjiang,China,489.0,13.0,469.0,7.0,20210119,289939,,1066.0,,
,Hong Kong,China,845.0,4.0,173.0,668.0,20210119,289939,,1066.0,,
,Hubei,China,67802.0,3203.0,63612.0,987.0,20210119,289939,,1066.0,,
,Hu,China,1019.0,4.0,1014.0,1.0,20210119,289939,,1066.0,,
,Inner Mongolia,China,117.0,1.0,74.0,42.0,20210119,289939,,1066.0,,
,Isle of Man,United Kingdom,114.0,1.0,0.0,113.0,20210119,289939,,1066.0,,
,Jiangsu,China,651.0,0.0,632.0,19.0,20210119,289939,,1066.0,,
,Liaoning,China,141.0,2.0,124.0,15.0,20210119,289939,,1066.0,,
,Macau,China,43.0,0.0,10.0,33.0,20210119,289939,,1066.0,,
,Manitoba,Canada,182.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,Martinique,France,143.0,3.0,27.0,113.0,20210119,289939,,1066.0,,
,Mayotte,France,128.0,2.0,10.0,116.0,20210119,289939,,1066.0,,
,Montserrat,United Kingdom,6.0,0.0,0.0,6.0,20210119,289939,,1066.0,,
,New Brunswick,Canada,91.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,New Caledonia,France,18.0,0.0,1.0,17.0,20210119,289939,,1066.0,,
,New South Wales,Australia,2389.0,12.0,4.0,2373.0,20210119,289939,,1066.0,,
,Newfoundland and Labrador,Canada,195.0,1.0,0.0,0.0,20210119,289939,,1066.0,,
,Northern Territory,Australia,22.0,0.0,0.0,22.0,20210119,289939,,1066.0,,
,Northwest Territories,Canada,2.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Nova Scotia,Canada,207.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Ontario,Canada,3255.0,67.0,0.0,0.0,20210119,289939,,1066.0,,
,Prince Edward Island,Canada,22.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Quebec,Canada,6101.0,61.0,0.0,0.0,20210119,289939,,1066.0,,
,Queensland,Australia,873.0,4.0,8.0,861.0,20210119,289939,,1066.0,,
,,Canada,0.0,0.0,2175.0,0.0,20210119,289939,,1066.0,,
,,US,0.0,0.0,9707.0,0.0,20210119,289939,,1066.0,,
,Reunion,France,321.0,0.0,40.0,281.0,20210119,289939,,1066.0,,
,Saint Barthelemy,France,6.0,0.0,1.0,5.0,20210119,289939,,1066.0,,
,Saskatchewan,Canada,220.0,3.0,0.0,0.0,20210119,289939,,1066.0,,
,Shaanxi,China,255.0,3.0,244.0,8.0,20210119,289939,,1066.0,,
,Shandong,China,778.0,7.0,754.0,17.0,20210119,289939,,1066.0,,
,Shanghai,China,526.0,6.0,348.0,172.0,20210119,289939,,1066.0,,
,Sichuan,China,555.0,3.0,537.0,15.0,20210119,289939,,1066.0,,
,Sint Maarten,Netherlands,23.0,2.0,6.0,15.0,20210119,289939,,1066.0,,
,South Australia,Australia,396.0,0.0,46.0,350.0,20210119,289939,,1066.0,,
,St Martin,France,22.0,1.0,2.0,19.0,20210119,289939,,1066.0,,
,Tasmania,Australia,74.0,2.0,5.0,67.0,20210119,289939,,1066.0,,
,Tianjin,China,180.0,3.0,140.0,37.0,20210119,289939,,1066.0,,
,Turks and Caicos Islands,United Kingdom,5.0,0.0,0.0,5.0,20210119,289939,,1066.0,,
,Victoria,Australia,1085.0,7.0,476.0,602.0,20210119,289939,,1066.0,,
,Western Australia,Australia,400.0,2.0,92.0,306.0,20210119,289939,,1066.0,,
,Yukon,Canada,6.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Yun,China,184.0,2.0,172.0,10.0,20210119,289939,,1066.0,,
,Zhejiang,China,1260.0,1.0,1228.0,31.0,20210119,289939,,1066.0,,
,,Afghanistan,281.0,6.0,10.0,265.0,20210119,289939,,1066.0,,
,,Albania,304.0,17.0,89.0,198.0,20210119,289939,,1066.0,,
,,Algeria,1171.0,105.0,62.0,1004.0,20210119,289939,,1066.0,,
,,Andorra,439.0,16.0,16.0,407.0,20210119,289939,,1066.0,,
,,Angola,8.0,2.0,1.0,5.0,20210119,289939,,1066.0,,
,,Antigua and Barbuda,15.0,0.0,0.0,15.0,20210119,289939,,1066.0,,
,,Argentina,1265.0,39.0,266.0,960.0,20210119,289939,,1066.0,,
,,Armenia,736.0,7.0,43.0,686.0,20210119,289939,,1066.0,,
,,Austria,11524.0,168.0,2022.0,9334.0,20210119,289939,,1066.0,,
,,Azerbaijan,443.0,5.0,32.0,406.0,20210119,289939,,1066.0,,
,,Bahamas,24.0,1.0,1.0,22.0,20210119,289939,,1066.0,,
,,Bahrain,672.0,4.0,382.0,286.0,20210119,289939,,1066.0,,
,,Bangladesh,61.0,6.0,26.0,29.0,20210119,289939,,1066.0,,
,,Barbados,51.0,0.0,0.0,51.0,20210119,289939,,1066.0,,
,,Belarus,351.0,4.0,53.0,294.0,20210119,289939,,1066.0,,
,,Belgium,16770.0,1143.0,2872.0,12755.0,20210119,289939,,1066.0,,
,,Belize,4.0,0.0,0.0,4.0,20210119,289939,,1066.0,,
,,Benin,16.0,0.0,2.0,14.0,20210119,289939,,1066.0,,
,,Bhutan,5.0,0.0,2.0,3.0,20210119,289939,,1066.0,,
,,Bolivia,132.0,9.0,1.0,122.0,20210119,289939,,1066.0,,
,,Bosnia and Herzegovina,579.0,17.0,27.0,535.0,20210119,289939,,1066.0,,
,,Botswana,4.0,1.0,0.0,3.0,20210119,289939,,1066.0,,
,,Brazil,9056.0,359.0,127.0,8570.0,20210119,289939,,1066.0,,
,,Brunei,134.0,1.0,65.0,68.0,20210119,289939,,1066.0,,
,,Bulgaria,485.0,14.0,30.0,441.0,20210119,289939,,1066.0,,
,,Burkina Faso,302.0,16.0,50.0,236.0,20210119,289939,,1066.0,,
,,Burma,20.0,1.0,0.0,19.0,20210119,289939,,1066.0,,
,,Burundi,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,,Cabo Verde,6.0,1.0,0.0,5.0,20210119,289939,,1066.0,,
,,Cambodia,114.0,0.0,35.0,79.0,20210119,289939,,1066.0,,
,,Cameroon,509.0,8.0,17.0,484.0,20210119,289939,,1066.0,,
,,Central African Republic,8.0,0.0,0.0,8.0,20210119,289939,,1066.0,,
,,Chad,8.0,0.0,0.0,8.0,20210119,289939,,1066.0,,
,,Chile,3737.0,22.0,427.0,3288.0,20210119,289939,,1066.0,,
,,Colombia,1267.0,25.0,55.0,1187.0,20210119,289939,,1066.0,,
,,Congo (Brazzaville),22.0,2.0,2.0,18.0,20210119,289939,,1066.0,,
,,Congo (Kinshasa),134.0,13.0,3.0,118.0,20210119,289939,,1066.0,,
,,Costa Rica,416.0,2.0,11.0,403.0,20210119,289939,,1066.0,,
,,Cote d'Ivoire,218.0,1.0,19.0,198.0,20210119,289939,,1066.0,,
,,Croatia,1079.0,8.0,92.0,979.0,20210119,289939,,1066.0,,
,,Cuba,269.0,6.0,15.0,248.0,20210119,289939,,1066.0,,
,,Cyprus,396.0,11.0,28.0,357.0,20210119,289939,,1066.0,,
,,Czechia,4091.0,53.0,72.0,3966.0,20210119,289939,,1066.0,,
,,Denmark,3757.0,139.0,1193.0,2425.0,20210119,289939,,1066.0,,
,,Diamond Princess,712.0,11.0,619.0,82.0,20210119,289939,,1066.0,,
,,Djibouti,49.0,0.0,8.0,41.0,20210119,289939,,1066.0,,
,,Dominica,12.0,0.0,0.0,12.0,20210119,289939,,1066.0,,
,,Dominican Republic,1488.0,68.0,16.0,1404.0,20210119,289939,,1066.0,,
,,Ecuador,3368.0,145.0,65.0,3158.0,20210119,289939,,1066.0,,
,,Egypt,985.0,66.0,216.0,703.0,20210119,289939,,1066.0,,
,,El Salvador,46.0,2.0,0.0,44.0,20210119,289939,,1066.0,,
,,Equatorial Guinea,16.0,0.0,1.0,15.0,20210119,289939,,1066.0,,
,,Eritrea,22.0,0.0,0.0,22.0,20210119,289939,,1066.0,,
,,Estonia,961.0,12.0,48.0,901.0,20210119,289939,,1066.0,,
,,Eswatini,9.0,0.0,0.0,9.0,20210119,289939,,1066.0,,
,,Ethiopia,35.0,0.0,3.0,32.0,20210119,289939,,1066.0,,
,,Fiji,7.0,0.0,0.0,7.0,20210119,289939,,1066.0,,
,,Finland,1615.0,20.0,300.0,1295.0,20210119,289939,,1066.0,,
,,Gabon,21.0,1.0,1.0,19.0,20210119,289939,,1066.0,,
,,Gambia,4.0,1.0,2.0,1.0,20210119,289939,,1066.0,,
,,Georgia,155.0,0.0,28.0,127.0,20210119,289939,,1066.0,,
,,Germany,91159.0,1275.0,24575.0,65309.0,20210119,289939,,1066.0,,
,,Ghana,205.0,5.0,31.0,169.0,20210119,289939,,1066.0,,
,,Greece,1613.0,63.0,78.0,1472.0,20210119,289939,,1066.0,,
,,Grenada,12.0,0.0,0.0,12.0,20210119,289939,,1066.0,,
,,Guatemala,50.0,1.0,12.0,37.0,20210119,289939,,1066.0,,
,,Guinea,73.0,0.0,2.0,71.0,20210119,289939,,1066.0,,
,,Guinea-Bissau,15.0,0.0,0.0,15.0,20210119,289939,,1066.0,,
,,Guyana,23.0,4.0,0.0,19.0,20210119,289939,,1066.0,,
,,Haiti,18.0,0.0,1.0,17.0,20210119,289939,,1066.0,,
,,Vatican City,7.0,0.0,0.0,7.0,20210119,289939,,1066.0,,
,,Honduras,222.0,15.0,3.0,204.0,20210119,289939,,1066.0,,
,,Hungary,623.0,26.0,43.0,554.0,20210119,289939,,1066.0,,
,,Iceland,1364.0,4.0,309.0,1051.0,20210119,289939,,1066.0,,
,,India,2567.0,72.0,192.0,2303.0,20210119,289939,,1066.0,,
,,Indonesia,1986.0,181.0,134.0,1671.0,20210119,289939,,1066.0,,
,,Iran,53183.0,3294.0,17935.0,31954.0,20210119,289939,,1066.0,,
,,Iraq,820.0,54.0,226.0,540.0,20210119,289939,,1066.0,,
,,Ireland,4273.0,120.0,5.0,4148.0,20210119,289939,,1066.0,,
,,Israel,7428.0,40.0,403.0,6985.0,20210119,289939,,1066.0,,
,,Italy,119827.0,14681.0,19758.0,85388.0,20210119,289939,,1066.0,,
,,Jamaica,47.0,3.0,2.0,42.0,20210119,289939,,1066.0,,
,,Japan,2617.0,63.0,514.0,2040.0,20210119,289939,,1066.0,,
,,Jordan,310.0,5.0,58.0,247.0,20210119,289939,,1066.0,,
,,Kazakhstan,464.0,6.0,29.0,429.0,20210119,289939,,1066.0,,
,,Kenya,122.0,4.0,4.0,114.0,20210119,289939,,1066.0,,
,,South Korea,10062.0,174.0,6021.0,3867.0,20210119,289939,,1066.0,,
,,Kosovo,126.0,1.0,10.0,115.0,20210119,289939,,1066.0,,
,,Kuwait,417.0,0.0,82.0,335.0,20210119,289939,,1066.0,,
,,Kyrgyzstan,130.0,1.0,6.0,123.0,20210119,289939,,1066.0,,
,,Laos,10.0,0.0,0.0,10.0,20210119,289939,,1066.0,,
,,Latvia,493.0,1.0,1.0,491.0,20210119,289939,,1066.0,,
,,Lebanon,508.0,17.0,50.0,441.0,20210119,289939,,1066.0,,
,,Liberia,7.0,0.0,0.0,7.0,20210119,289939,,1066.0,,
,,Libya,11.0,1.0,0.0,10.0,20210119,289939,,1066.0,,
,,Liechtenstein,75.0,0.0,0.0,75.0,20210119,289939,,1066.0,,
,,Lithuania,696.0,9.0,7.0,680.0,20210119,289939,,1066.0,,
,,Luxembourg,2612.0,31.0,500.0,2081.0,20210119,289939,,1066.0,,
,,MS Zaandam,9.0,2.0,0.0,7.0,20210119,289939,,1066.0,,
,,Madagascar,70.0,0.0,0.0,70.0,20210119,289939,,1066.0,,
,,Malawi,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,,Malaysia,3333.0,53.0,827.0,2453.0,20210119,289939,,1066.0,,
,,Maldives,19.0,0.0,13.0,6.0,20210119,289939,,1066.0,,
,,Mali,39.0,3.0,0.0,36.0,20210119,289939,,1066.0,,
,,Malta,202.0,0.0,2.0,200.0,20210119,289939,,1066.0,,
,,Mauritania,6.0,1.0,2.0,3.0,20210119,289939,,1066.0,,
,,Mauritius,186.0,7.0,0.0,179.0,20210119,289939,,1066.0,,
,,Mexico,1510.0,50.0,633.0,827.0,20210119,289939,,1066.0,,
,,Moldova,591.0,8.0,26.0,557.0,20210119,289939,,1066.0,,
,,Monaco,64.0,1.0,3.0,60.0,20210119,289939,,1066.0,,
,,Mongolia,14.0,0.0,2.0,12.0,20210119,289939,,1066.0,,
,,Montenegro,174.0,2.0,1.0,171.0,20210119,289939,,1066.0,,
,,Morocco,791.0,48.0,57.0,686.0,20210119,289939,,1066.0,,
,,Mozambique,10.0,0.0,0.0,10.0,20210119,289939,,1066.0,,
,,Namibia,14.0,0.0,3.0,11.0,20210119,289939,,1066.0,,
,,Nepal,6.0,0.0,1.0,5.0,20210119,289939,,1066.0,,
,,Netherlands,15723.0,1487.0,250.0,13986.0,20210119,289939,,1066.0,,
,,New Zealand,868.0,1.0,103.0,764.0,20210119,289939,,1066.0,,
,,Nicaragua,5.0,1.0,0.0,4.0,20210119,289939,,1066.0,,
,,Niger,120.0,5.0,0.0,115.0,20210119,289939,,1066.0,,
,,Nigeria,210.0,4.0,25.0,181.0,20210119,289939,,1066.0,,
,,North Macedonia,430.0,12.0,20.0,398.0,20210119,289939,,1066.0,,
,,Norway,5370.0,59.0,32.0,5279.0,20210119,289939,,1066.0,,
,,Oman,252.0,1.0,57.0,194.0,20210119,289939,,1066.0,,
,,Pakistan,2686.0,40.0,126.0,2520.0,20210119,289939,,1066.0,,
,,Panama,1475.0,37.0,10.0,1428.0,20210119,289939,,1066.0,,
,,Papua New Guinea,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,,Paraguay,92.0,3.0,6.0,83.0,20210119,289939,,1066.0,,
,,Peru,1595.0,61.0,537.0,997.0,20210119,289939,,1066.0,,
,,Philippines,3018.0,136.0,52.0,2830.0,20210119,289939,,1066.0,,
,,Poland,3383.0,71.0,56.0,3256.0,20210119,289939,,1066.0,,
,,Portugal,9886.0,246.0,68.0,9572.0,20210119,289939,,1066.0,,
,,Qatar,1075.0,3.0,93.0,979.0,20210119,289939,,1066.0,,
,,Romania,3183.0,133.0,283.0,2767.0,20210119,289939,,1066.0,,
,,Russia,4149.0,34.0,281.0,3834.0,20210119,289939,,1066.0,,
,,Rwanda,89.0,0.0,0.0,89.0,20210119,289939,,1066.0,,
,,Saint Kitts and Nevis,9.0,0.0,0.0,9.0,20210119,289939,,1066.0,,
,,Saint Lucia,13.0,0.0,1.0,12.0,20210119,289939,,1066.0,,
,,Saint Vincent and the Grenadines,3.0,0.0,1.0,2.0,20210119,289939,,1066.0,,
,,San Marino,245.0,30.0,21.0,194.0,20210119,289939,,1066.0,,
,,Saudi Arabia,2039.0,25.0,351.0,1663.0,20210119,289939,,1066.0,,
,,Senegal,207.0,1.0,66.0,140.0,20210119,289939,,1066.0,,
,,Serbia,1476.0,39.0,0.0,1437.0,20210119,289939,,1066.0,,
,,Seychelles,10.0,0.0,0.0,10.0,20210119,289939,,1066.0,,
,,Sierra Leone,2.0,0.0,0.0,2.0,20210119,289939,,1066.0,,
,,Singapore,1114.0,5.0,282.0,827.0,20210119,289939,,1066.0,,
,,Slovakia,450.0,1.0,10.0,439.0,20210119,289939,,1066.0,,
,,Slovenia,934.0,20.0,70.0,844.0,20210119,289939,,1066.0,,
,,Somalia,7.0,0.0,1.0,6.0,20210119,289939,,1066.0,,
,,South Africa,1505.0,9.0,95.0,1401.0,20210119,289939,,1066.0,,
,,Spain,119199.0,11198.0,30513.0,77488.0,20210119,289939,,1066.0,,
,,Sri Lanka,159.0,4.0,24.0,131.0,20210119,289939,,1066.0,,
,,Sudan,10.0,2.0,2.0,6.0,20210119,289939,,1066.0,,
,,Suriname,10.0,1.0,0.0,9.0,20210119,289939,,1066.0,,
,,Sweden,6131.0,358.0,205.0,5568.0,20210119,289939,,1066.0,,
,,Switzerland,19606.0,591.0,4846.0,14169.0,20210119,289939,,1066.0,,
,,Syria,16.0,2.0,0.0,14.0,20210119,289939,,1066.0,,
,,Taiwan*,348.0,5.0,50.0,293.0,20210119,289939,,1066.0,,
,,Tanzania,20.0,1.0,3.0,16.0,20210119,289939,,1066.0,,
,,Thailand,1978.0,19.0,612.0,1347.0,20210119,289939,,1066.0,,
,,Timor-Leste,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,,Togo,40.0,3.0,17.0,20.0,20210119,289939,,1066.0,,
,,Trinidad and Tobago,98.0,6.0,1.0,91.0,20210119,289939,,1066.0,,
,,Tunisia,495.0,18.0,5.0,472.0,20210119,289939,,1066.0,,
,,Turkey,20921.0,425.0,484.0,20012.0,20210119,289939,,1066.0,,
,,Uganda,48.0,0.0,0.0,48.0,20210119,289939,,1066.0,,
,,Ukraine,1072.0,27.0,22.0,1023.0,20210119,289939,,1066.0,,
,,United Arab Emirates,1264.0,9.0,108.0,1147.0,20210119,289939,,1066.0,,
,,United Kingdom,38168.0,3605.0,135.0,34428.0,20210119,289939,,1066.0,,
,,Uruguay,369.0,4.0,68.0,297.0,20210119,289939,,1066.0,,
,,Uzbekistan,227.0,2.0,25.0,200.0,20210119,289939,,1066.0,,
,,Venezuela,153.0,7.0,52.0,94.0,20210119,289939,,1066.0,,
,,Vietnam,237.0,0.0,85.0,152.0,20210119,289939,,1066.0,,
,,West Bank and Gaza,194.0,1.0,21.0,172.0,20210119,289939,,1066.0,,
,,Zambia,39.0,1.0,2.0,36.0,20210119,289939,,1066.0,,
,,Zimbabwe,9.0,1.0,0.0,8.0,20210119,289939,,1066.0,,
,Wyoming,US,0.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Massachusetts,US,16.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Missouri,US,172.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,Alberta,Canada,1075.0,18.0,0.0,0.0,20210119,289939,,1066.0,,
,Anguilla,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,Aruba,Netherlands,64.0,0.0,1.0,63.0,20210119,289939,,1066.0,,
,Australian Capital Territory,Australia,93.0,2.0,18.0,73.0,20210119,289939,,1066.0,,
,Beijing,China,585.0,8.0,438.0,139.0,20210119,289939,,1066.0,,
,Bermuda,United Kingdom,35.0,0.0,14.0,21.0,20210119,289939,,1066.0,,
,"""Bonaire"," Sint Eustatius and Saba""",-68.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,British Columbia,Canada,1203.0,38.0,0.0,0.0,20210119,289939,,1066.0,,
,British Virgin Islands,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,1066.0,,
,Cayman Islands,United Kingdom,35.0,1.0,1.0,33.0,20210119,289939,,1066.0,,
,Channel Islands,United Kingdom,262.0,5.0,13.0,244.0,20210119,289939,,1066.0,,
,Curacao,Netherlands,11.0,1.0,5.0,5.0,20210119,289939,,1066.0,,
,Diamond Princess,Canada,0.0,1.0,0.0,0.0,20210119,289939,,1066.0,,
,Falkland Islands (Islas Malvinas),United Kingdom,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,Faroe Islands,Denmark,181.0,0.0,93.0,88.0,20210119,289939,,1066.0,,
,French Guiana,France,61.0,0.0,22.0,39.0,20210119,289939,,1066.0,,
,French Polynesia,France,40.0,0.0,0.0,40.0,20210119,289939,,1066.0,,
,Fujian,China,350.0,1.0,301.0,48.0,20210119,289939,,1066.0,,
,Gansu,China,138.0,2.0,131.0,5.0,20210119,289939,,1066.0,,
,Gibraltar,United Kingdom,98.0,0.0,52.0,46.0,20210119,289939,,1066.0,,
,Grand Princess,Canada,13.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,Greenland,Denmark,11.0,0.0,3.0,8.0,20210119,289939,,1066.0,,
,Guadeloupe,France,134.0,7.0,24.0,103.0,20210119,289939,,1066.0,,
,Guangdong,China,1516.0,8.0,1378.0,130.0,20210119,289939,,1066.0,,
,Hebei,China,326.0,6.0,310.0,10.0,20210119,289939,,1066.0,,
,Heilongjiang,China,491.0,13.0,469.0,9.0,20210119,289939,,1066.0,,
,Hong Kong,China,862.0,4.0,173.0,685.0,20210119,289939,,1066.0,,
,Hubei,China,67803.0,3207.0,63762.0,834.0,20210119,289939,,1066.0,,
,Isle of Man,United Kingdom,126.0,1.0,0.0,125.0,20210119,289939,,1066.0,,
,Jiangsu,China,651.0,0.0,632.0,19.0,20210119,289939,,1066.0,,
,Liaoning,China,141.0,2.0,125.0,14.0,20210119,289939,,1066.0,,
,Macau,China,43.0,0.0,10.0,33.0,20210119,289939,,1066.0,,
,Manitoba,Canada,182.0,2.0,0.0,0.0,20210119,289939,,1066.0,,
,Martinique,France,145.0,3.0,27.0,115.0,20210119,289939,,1066.0,,
,Mayotte,France,134.0,2.0,14.0,118.0,20210119,289939,,1066.0,,
,Montserrat,United Kingdom,6.0,0.0,0.0,6.0,20210119,289939,,1066.0,,
,New Brunswick,Canada,91.0,0.0,0.0,0.0,20210119,289939,,1066.0,,
,New Caledonia,France,17.0,0.0,1.0,16.0,20210119,289939,,1066.0,,
,New South Wales,Australia,2493.0,12.0,4.0,2477.0,20210119,289939,,1066.0,,
